,Year,To_Country,Participant,Song,Total_Points,Round,Rank,Winner,danceability,wins_up_to_the_year,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Albania,Armenia,Australia,Austria,Azerbaijan,Belarus,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Cyprus,Czechia,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Hungary,Iceland,Ireland,Israel,Italy,Kazakhstan,Latvia,Lithuania,Luxembourg,Malta,"Moldova, Republic of",Monaco,Montenegro,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Russian Federation,San Marino,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,Turkey,Ukraine,United Kingdom,won_last_year,Total_Participations_Up_To_The_Year,Top3_Count
1020,2008,Serbia,Jelena Tomašević feat. Bora Dugic,Oro,160,Final,6,0,0.467,1,0.476,9.0,-5.161,0.0,0.0332,0.918,9.29e-05,0.128,0.288,123.648,184133.0,5,3,0,0,2,1,0,12,4,10,5,6,0,0,0,7,0,8,5,7,2,0,0,0,0.0,0,0,0,1,1,0,12,8,10,6,4,0,7,4,0,0,0,12,0,6,12,0,0,0,1,2.0,1.0
1010,2008,Türkiye,Mor ve Ötesi,Deli,138,Final,7,0,0.43,1,0.916,4.0,-2.9,0.0,0.058,0.0357,0.0,0.173,0.449,75.467,184800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,2.0
1017,2008,Azerbaijan,Elnur & Samir,Day After Day,132,Final,8,0,0.74,0,0.535,4.0,-6.881,0.0,0.0423,0.309,0.417,0.106,0.229,99.99,225227.0,0,0,0,0,0,8,7,0,3,0,0,10,0,0,0,0,7,1,3,12,0,0,3,0,0.0,4,7,0,0,8,0,0,2,8,0,7,0,2,10,0,0,0,1,0,0,0,12,10,0,0,1.0,0.0
1002,2008,Israel,Boaz,The Fire In Your Eyes,124,Final,9,0,0.674,3,0.429,4.0,-6.763,1.0,0.0297,0.306,0.0,0.109,0.41,90.019,194720.0,4,6,0,0,7,4,5,5,2,2,2,0,0,0,8,6,3,3,1,3,0,0,0,0,0.0,0,3,0,0,6,0,5,3,0,3,5,0,6,6,10,7,0,3,0,0,1,0,5,0,0,29.0,6.0
1009,2008,Bosnia & Herzegovina,Laka,Pokušaj,110,Final,10,0,0.605,0,0.842,4.0,-5.126,1.0,0.0624,0.207,0.0,0.225,0.151,144.076,180640.0,0,0,0,0,3,0,0,0,0,12,0,1,2,0,6,2,0,5,0,0,0,2,0,0,0.0,0,0,0,0,0,0,10,7,5,10,0,0,0,0,0,12,0,10,0,10,7,6,0,0,0,14.0,1.0
1014,2008,Georgia,Diana Gurtskaya,Peace Will Come,83,Final,11,0,0.799,0,0.556,0.0,-5.665,1.0,0.0434,0.0632,0.0,0.0548,0.32,89.921,197071.0,0,10,0,0,4,6,0,0,0,0,7,4,0,5,0,0,0,0,4,0,0,0,2,0,0.0,8,5,0,5,3,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,4,8,0,0,2.0,0.0
1012,2008,Latvia,Pirates Of The Sea,Wolves Of The Sea,83,Final,12,0,0.465,1,0.687,10.0,-10.964,1.0,0.0495,0.0206,0.929,0.121,0.13,70.507,90427.0,0,0,0,0,0,0,0,0,0,4,0,3,6,7,0,0,2,0,0,0,4,12,0,0,0.0,0,10,0,7,0,0,3,0,0,0,0,8,0,0,0,0,0,0,2,3,0,0,0,10,0,8.0,2.0
1023,2008,Portugal,Vânia Fernandes,Senhora Do Mar (Negras Águas),69,Final,13,0,0.435,0,0.589,1.0,-5.793,0.0,0.0367,0.65,0.0,0.36,0.329,69.943,182707.0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,8,0,4,0,0,6,0,0,0,0.0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,1,0,0,8,0,10,0,3,0,0,38.0,0.0
1008,2008,Iceland,Euroband,This Is My Life,64,Final,14,0,0.499,0,0.962,10.0,-6.127,0.0,0.363,0.0211,0.0,0.385,0.292,137.858,179320.0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,0,0,0,0,0,0,4,0,0.0,2,0,0,6,0,0,0,0,0,8,0,7,0,0,0,0,0,0,4,8,0,0,0,6,0,18.0,1.0
1011,2008,Denmark,Simon Mathew,All Night Long,60,Final,15,0,0.683,2,0.711,9.0,-4.955,1.0,0.035,0.00542,0.0,0.301,0.854,122.972,173320.0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,2,12,1,0,0,0.0,7,2,0,4,0,0,0,0,0,12,0,5,0,0,2,0,0,0,0,5,0,0,0,3,0,35.0,6.0
1019,2008,Spain,Rodolfo Chikilicuatre,Baila El Chiki Chiki,55,Final,16,0,0.861,2,0.866,10.0,-5.446,0.0,0.181,0.0146,0.000116,0.0591,0.823,97.013,173720.0,1,1,0,0,0,0,4,0,0,0,4,0,1,0,1,5,0,0,8,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,3,0,1,0,48.0,7.0
1006,2008,Albania,Olta Boka,Zemrën E Lamë Peng,55,Final,17,0,0.813,0,0.731,5.0,-7.444,0.0,0.0366,0.34,4.76e-06,0.0606,0.774,96.964,153402.0,0,0,0,0,1,0,0,1,0,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,3,0,0,4,0,0,8,1,0,0,0,3.0,0.0
1013,2008,Sweden,Charlotte Perrelli,Hero,47,Final,18,0,0.619,4,0.893,8.0,-4.336,0.0,0.0361,0.00193,0.0,0.085,0.908,126.982,175667.0,3,0,0,0,0,0,0,0,0,0,1,0,8,2,5,0,0,0,0,1,3,0,1,0,0.0,0,1,0,12,0,0,0,0,0,7,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,48.0,9.0
1016,2008,France,Sébastien Tellier,Divine,47,Final,19,0,0.696,5,0.817,0.0,-5.582,0.0,0.0442,0.106,0.000576,0.0914,0.496,141.941,188853.0,0,4,0,0,0,0,0,0,0,0,0,0,5,6,2,0,0,0,0,0,8,0,0,0,0.0,3,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,2,0,50.0,16.0
1003,2008,Romania,Nico & Vlad,Pe-o Margine De Lume,45,Final,20,0,0.747,0,0.576,0.0,-9.764,0.0,0.119,0.0189,0.000716,0.26,0.412,145.929,156034.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,6,0,0.0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,1,0,0,0,12,0,0,0,0,0,0,10.0,1.0
1000,2008,Croatia,Kraljevi Ulice & 75 Cents,Romanca,44,Final,21,0,0.721,0,0.628,0.0,-7.131,1.0,0.159,0.238,0.0,0.103,0.774,124.064,181813.0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.0,5,0,0,0,0,0,2,0,2,0,0,3,1,1,0,3,0,8,0,0,3,0,1,0,0,15.0,0.0
1001,2008,Finland,Teräsbetoni,Missä Miehet Ratsastaa,35,Final,22,0,0.584,1,0.966,11.0,-2.488,0.0,0.0498,0.00168,0.00694,0.094,0.559,140.066,231560.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0.0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,40.0,1.0
1005,2008,Germany,No Angels,Disappear,14,Final,23,0,0.755,1,0.651,8.0,-5.215,1.0,0.0405,0.0526,0.00011,0.106,0.344,122.902,198000.0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,51.0,10.0
999,2008,Poland,Isis Gee,For Life,14,Final,24,0,0.939,0,0.755,1.0,-7.487,1.0,0.303,0.108,0.0,0.267,0.862,120.038,296982.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10.0,1.0
1007,2008,United Kingdom,Andy Abraham,Even If,14,Final,25,0,0.712,5,0.823,4.0,-6.799,1.0,0.054,0.0243,0.0,0.0227,0.938,119.997,184062.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,51.0,23.0
1048,2009,Norway,Alexander Rybak,Fairytale,387,Final,1,1,0.573,3,0.784,2.0,-5.359,0.0,0.0293,0.61,3.89e-05,0.278,0.655,107.991,182600.0,7,8,0,0,8,12,10,10,2,8,10,3,12,12,8,8,0,12,10,12,12,8,12,0,0.0,12,12,0,8,8,0,10,12,8,0,12,5,5,12,0,10,10,12,12,12,8,3,12,10,0,47.0,5.0
1024,2009,Iceland,Yohanna,Is It True?,218,Final,2,0,0.473,0,0.566,0.0,-7.023,0.0,0.0278,0.35,0.0,0.0697,0.226,84.0,197253.0,6,5,0,0,0,2,0,0,5,2,5,2,10,8,10,0,0,7,4,7,0,12,10,0,0.0,8,8,0,12,3,0,5,7,2,12,1,8,10,3,0,0,6,5,0,10,5,2,0,8,0,19.0,2.0
1028,2009,Azerbaijan,AySel & Arash,Always,207,Final,3,0,0.721,0,0.439,11.0,-7.982,0.0,0.103,0.338,0.000289,0.116,0.895,79.55,213907.0,4,1,0,0,0,10,3,3,8,10,8,10,8,7,2,1,0,0,8,10,0,0,6,0,0.0,4,5,0,1,10,0,6,10,3,10,6,0,4,7,0,4,4,1,0,8,0,12,10,3,0,2.0,1.0
1044,2009,Türkiye,Hadise,Düm Tek Tek,177,Final,4,0,0.747,1,0.967,5.0,-3.691,1.0,0.0561,0.133,2.54e-05,0.0831,0.874,115.021,183438.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,2.0
1039,2009,United Kingdom,Jade Ewen,It's My Time,173,Final,5,0,0.627,5,0.818,3.0,-3.436,0.0,0.106,0.0112,0.0,0.28,0.705,92.131,223747.0,8,7,0,0,0,3,0,4,7,4,7,6,3,0,0,4,0,8,12,1,0,10,4,0,0.0,2,3,0,10,1,0,0,3,6,2,4,10,0,6,0,8,7,3,10,0,0,0,6,0,0,52.0,23.0
1047,2009,Estonia,Urban Symphony,Rändajad,129,Final,6,0,0.687,1,0.716,5.0,-5.997,0.0,0.0447,0.0318,0.0,0.329,0.642,123.905,179995.0,0,0,0,0,4,4,0,0,0,6,3,0,5,0,12,0,0,1,5,6,10,6,0,0,0.0,10,10,0,0,7,0,0,0,0,0,8,0,1,8,0,0,12,0,0,7,0,0,4,0,0,10.0,2.0
1026,2009,Greece,Sakis Rouvas,This Is Our Night,120,Final,7,0,0.649,1,0.923,6.0,-4.718,0.0,0.0656,0.0362,0.0,0.155,0.651,127.953,177563.0,12,10,0,0,0,5,5,5,12,7,12,0,0,0,0,0,0,6,0,4,0,0,0,0,0.0,0,0,0,7,0,0,2,1,0,0,0,0,8,4,0,6,0,4,1,2,2,0,0,5,0,30.0,4.0
1030,2009,France,Patricia Kaas,Et S'il Fallait Le Faire,107,Final,8,0,0.259,5,0.581,9.0,-8.383,1.0,0.0848,0.552,4.11e-06,0.905,0.226,184.744,227307.0,2,6,0,0,0,7,1,6,0,0,0,0,2,0,4,0,0,3,6,0,6,3,5,0,0.0,5,6,0,0,0,0,1,6,0,1,0,0,0,10,0,3,0,7,3,0,7,0,3,1,0,51.0,16.0
1034,2009,Bosnia & Herzegovina,Regina,Bistra Voda,106,Final,9,0,0.522,0,0.778,6.0,-3.523,0.0,0.0388,0.438,2.38e-06,0.107,0.385,152.214,186253.0,5,0,0,0,2,0,0,0,4,12,0,0,0,0,6,0,0,2,0,0,2,0,0,0,0.0,0,0,0,0,0,0,12,4,10,0,0,0,0,0,0,12,8,10,0,5,4,8,0,0,0,15.0,1.0
1025,2009,Armenia,Inga & Anush,Jan Jan,92,Final,10,0,0.0,0,0.000195,0.0,-27.446,1.0,0.0,0.745,0.814,0.111,0.0,0.0,108812.0,0,0,0,0,0,1,7,0,6,0,4,12,0,0,1,6,0,0,0,0,5,0,8,0,0.0,0,0,0,0,0,0,0,5,1,0,2,4,7,5,0,0,3,0,4,3,0,6,2,0,0,4.0,0.0
1035,2009,Russia,Anastasia Prikhodko,Mamo,91,Final,11,0,0.66,1,0.365,7.0,-10.739,1.0,0.385,0.635,0.0,0.277,0.665,128.64,247787.0,0,12,0,0,6,8,0,0,0,0,1,8,0,10,0,0,0,5,0,0,0,0,7,0,0.0,6,7,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,8,0,1,13.0,5.0
1041,2009,Ukraine,Svetlana Loboda,Be my Valentine! (Anti-crisis Girl),76,Final,12,0,0.363,1,0.97,7.0,-3.731,1.0,0.513,0.000521,0.0,0.493,0.316,185.287,84014.0,0,3,0,0,10,6,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,2,0,0.0,0,4,0,2,4,0,0,0,0,5,10,6,0,2,0,0,1,0,6,0,0,0,0,2,0,7.0,3.0
1046,2009,Denmark,Brinck,Believe Again,74,Final,13,0,0.488,2,0.911,7.0,-3.428,1.0,0.0473,0.0066,0.0,0.135,0.378,119.992,229747.0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,3,4,4,0,0,0.0,3,2,0,6,5,0,0,0,0,8,7,0,2,0,0,1,0,8,0,0,0,0,5,0,0,36.0,6.0
1042,2009,Moldova,Nelly Ciobanu,Hora Din Moldova,69,Final,14,0,0.232,0,0.912,6.0,-3.524,0.0,0.1,0.0277,0.0,0.26,0.166,84.593,179490.0,0,2,0,0,7,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,3,5,12,12,1,0,0,0,0,5,0,0,7,7,0,0,4.0,0.0
1027,2009,Portugal,Flor-de-lis,Todas As Ruas Do Amor,57,Final,15,0,0.589,0,0.614,7.0,-6.346,1.0,0.0398,0.36,0.0,0.113,0.413,96.997,253333.0,0,0,0,0,0,0,6,1,0,0,0,7,0,3,0,7,0,0,0,0,7,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,10,0,0,0,0,39.0,0.0
1031,2009,Israel,Noa & Mira Awad,There Must Be Another Way,53,Final,16,0,0.662,3,0.488,9.0,-6.894,1.0,0.0682,0.782,0.0,0.102,0.817,117.913,182347.0,0,0,0,0,0,0,8,8,0,0,0,4,0,5,0,10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,0,30.0,6.0
1043,2009,Albania,Kejsi Tola,Carry Me In Your Dreams,48,Final,17,0,0.683,0,0.665,8.0,-8.405,0.0,0.0499,0.00287,0.0,0.0839,0.667,127.968,187106.0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,7,2,0,0,0,0,0.0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,2,0,1,6,10,0,0,0,4.0,0.0
1033,2009,Croatia,Igor Cukrov feat. Andrea,Lijepa Tena,45,Final,18,0,0.457,0,0.424,4.0,-8.141,0.0,0.0318,0.881,4.05e-05,0.105,0.202,139.903,277649.0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0.0,0,0,0,0,2,0,8,0,4,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,16.0,0.0
1040,2009,Romania,Elena,The Balkan Girls,40,Final,19,0,0.717,0,0.855,5.0,-4.474,1.0,0.0302,0.0215,0.000232,0.0466,0.634,130.093,179973.0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,12,0,0,0,5,0,0,2,0,0,0,2,0,0,7,0,0,5,0,0,0,11.0,1.0
1045,2009,Germany,Alex Swings Oscar Sings!,Miss Kiss Kiss Bang,35,Final,20,0,0.624,1,0.889,10.0,-4.482,0.0,0.212,0.107,0.0,0.205,0.561,135.996,183600.0,3,0,0,0,0,0,2,2,0,0,0,0,7,0,0,3,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,2,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0,52.0,10.0
1029,2009,Sweden,Malena Ernman,La Voix,33,Final,21,0,0.134,4,0.177,5.0,-16.486,1.0,0.0429,0.547,0.356,0.108,0.0639,86.181,176547.0,1,0,0,0,0,0,0,0,0,0,0,0,4,6,7,2,0,0,0,0,3,0,0,0,0.0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,9.0
1036,2009,Malta,Chiara,What If We,31,Final,22,0,0.477,0,0.439,1.0,-6.815,1.0,0.0333,0.618,0.0,0.0738,0.139,123.205,182600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,5,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,6,0,20.0,4.0
1032,2009,Lithuania,Sasha Son,Love,23,Final,23,0,0.634,0,0.689,8.0,-7.904,1.0,0.285,0.0793,0.0,0.296,0.653,184.87,195587.0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,7,0,0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7.0,0.0
1037,2009,Spain,Soraya,La Noche Es Para Mí (The Night Is For Me),23,Final,24,0,0.658,2,0.842,6.0,-4.604,0.0,0.0549,0.0604,0.0,0.0916,0.765,126.003,179347.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,49.0,7.0
1038,2009,Finland,Waldo's People,Lose Control,22,Final,25,0,0.556,1,0.959,7.0,-4.495,1.0,0.0572,0.00154,0.232,0.258,0.881,138.011,178227.0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,41.0,1.0
1065,2010,Germany,Lena,Satellite,246,Final,1,1,0.436,2,0.764,4.0,-6.347,0.0,0.0685,0.474,0.35,0.125,0.266,169.002,265680.0,10,0,0,0,1,0,10,8,3,6,4,0,12,12,12,3,0,0,2,0,3,8,0,0,0.0,12,10,0,4,0,0,0,4,8,12,7,1,3,6,0,8,12,10,12,12,12,10,5,4,0,53.0,11.0
1062,2010,Türkiye,maNga,We Could Be The Same,170,Final,2,0,0.661,1,0.887,2.0,-4.258,0.0,0.0413,0.0388,0.0,0.0441,0.745,133.018,183137.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,3.0
1073,2010,Romania,Paula Seling & Ovi,Playing With Fire,162,Final,3,0,0.66,0,0.822,7.0,-2.683,1.0,0.0409,0.0209,6.08e-06,0.0558,0.962,122.054,182951.0,5,1,0,0,7,1,0,2,0,0,8,0,8,0,0,0,0,0,4,0,5,7,8,0,0.0,3,2,0,5,12,0,0,5,0,10,6,10,0,3,0,6,1,7,10,10,4,2,2,8,0,12.0,2.0
1068,2010,Denmark,Chanée & N'evergreen,In A Moment Like This,149,Final,4,0,0.852,2,0.675,2.0,-5.738,1.0,0.0363,0.397,0.00317,0.0905,0.528,132.005,201993.0,2,5,0,0,4,0,2,0,0,2,0,0,0,5,2,0,0,0,0,0,12,12,4,0,0.0,10,3,0,8,0,0,0,2,2,8,12,4,12,1,0,0,7,12,4,8,0,0,0,6,0,37.0,6.0
1057,2010,Azerbaijan,Safura,Drip Drop,145,Final,5,0,0.468,0,0.657,6.0,-4.338,1.0,0.0295,0.00957,1.03e-05,0.0776,0.228,147.965,222493.0,0,0,0,0,0,6,5,7,12,0,10,0,2,0,0,0,8,0,1,0,4,3,7,0,0.0,2,0,0,12,7,0,0,0,3,7,8,0,0,8,0,0,0,0,7,0,2,12,12,0,0,3.0,1.0
1052,2010,Belgium,Tom Dice,Me And My Guitar,143,Final,6,0,0.471,1,0.345,9.0,-8.373,1.0,0.0334,0.625,0.0,0.144,0.418,128.695,180940.0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,6,7,0,12,6,0,10,10,0,0,0.0,4,7,0,10,0,0,0,6,0,3,10,5,4,5,0,5,10,0,0,2,7,0,1,0,0,46.0,3.0
1066,2010,Armenia,Eva Rivas,Apricot Stone,141,Final,7,0,0.595,0,0.671,11.0,-8.807,0.0,0.102,0.251,0.0,0.161,0.384,101.006,181368.0,0,0,0,0,0,5,7,0,8,0,7,0,0,0,0,6,10,7,7,0,0,0,12,0,0.0,1,0,0,0,6,0,0,12,4,0,5,0,6,12,0,1,4,0,8,1,0,6,6,0,0,5.0,0.0
1058,2010,Greece,Giorgos Alkaios & Friends,OPA,140,Final,8,0,0.693,1,0.973,7.0,-3.315,1.0,0.0795,0.0969,0.0,0.265,0.519,120.98,182213.0,12,3,0,0,0,0,12,6,5,0,12,0,0,0,7,4,0,8,0,0,8,0,0,0,0.0,0,0,0,7,2,0,0,3,0,0,1,8,7,0,0,10,5,0,5,0,0,3,0,12,0,31.0,4.0
1061,2010,Georgia,Sofia Nizharadze,Shine,136,Final,9,0,0.455,0,0.493,2.0,-6.698,1.0,0.0303,0.165,0.0,0.313,0.173,125.816,245828.0,0,12,0,0,8,7,4,4,6,7,5,0,0,8,0,0,0,0,5,0,2,5,5,0,0.0,0,12,0,0,5,0,0,0,5,1,4,0,0,10,0,0,0,1,1,6,1,5,7,0,0,3.0,0.0
1070,2010,Ukraine,Alyosha,Sweet People,108,Final,10,0,0.634,1,0.407,4.0,-6.469,0.0,0.0397,0.718,1.02e-06,0.138,0.118,119.929,180088.0,0,8,0,0,10,10,0,0,7,0,6,0,0,0,0,2,7,0,0,0,0,0,2,0,0.0,7,6,0,0,8,0,0,7,0,0,3,0,5,7,0,7,0,0,0,0,0,1,0,5,0,8.0,3.0
1067,2010,Russia,Peter Nalitch & Friends,Lost And Forgotten,90,Final,11,0,0.788,1,0.443,6.0,-5.412,0.0,0.0319,0.806,0.0,0.202,0.845,120.143,152720.0,0,10,0,0,3,12,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0.0,8,5,0,0,10,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,4,10,0,0,14.0,5.0
1069,2010,France,Jessy Matador,Allez Ola Olé,82,Final,12,0,0.642,5,0.934,11.0,-4.706,1.0,0.06,0.00208,1.08e-06,0.0612,0.721,129.024,172746.0,0,6,0,0,0,0,0,3,0,3,3,0,7,1,8,0,0,3,8,0,6,6,3,0,0.0,0,0,0,2,0,0,0,0,1,4,0,7,0,0,0,4,0,3,2,0,0,0,0,2,0,52.0,16.0
1051,2010,Serbia,Milan Stanković,Ovo Je Balkan,72,Final,13,0,0.809,1,0.658,7.0,-10.371,0.0,0.0602,0.108,1.67e-05,0.592,0.967,105.028,181216.0,3,0,0,0,0,0,0,12,0,8,1,0,0,0,0,10,0,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,8,0,7,10,0,0,0,0,3.0,1.0
1063,2010,Israel,Harel Skaat,Milim,71,Final,14,0,0.678,3,0.817,1.0,-6.11,1.0,0.0341,0.194,0.0,0.136,0.551,128.021,210544.0,4,0,0,0,5,8,0,1,0,0,2,0,0,0,10,1,4,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,10,0,5,0,0,0,0,0,0,8,6,0,0,0,0,3,3,0,31.0,6.0
1056,2010,Spain,Daniel Diges,Algo Pequeñito (Something Tiny),68,Final,15,0,0.599,2,0.495,8.0,-8.596,0.0,0.0598,0.0937,0.0,0.11,0.112,116.041,161509.0,7,7,0,0,0,0,1,0,2,0,0,0,0,0,4,0,2,0,0,0,0,0,1,0,0.0,5,8,0,0,4,0,0,0,0,0,0,12,2,4,0,0,0,5,0,0,0,0,4,0,0,50.0,7.0
1072,2010,Albania,Juliana Pasha,It's All About You,62,Final,16,0,0.894,0,0.409,5.0,-7.609,0.0,0.0477,0.0914,0.0125,0.313,0.69,124.007,195484.0,0,0,0,0,0,0,3,5,0,5,0,0,0,0,0,0,0,1,10,0,7,0,0,0,0.0,0,0,0,0,0,0,0,0,12,0,2,0,1,0,0,0,0,0,0,0,8,7,0,1,0,5.0,0.0
1053,2010,Bosnia & Herzegovina,Vukašin Brajić,Thunder And Lightning,51,Final,17,0,0.272,0,0.358,9.0,-11.231,1.0,0.0442,0.503,1.06e-05,0.359,0.281,82.047,270067.0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12,0,4,0,0,0,8,0,0,0,16.0,1.0
1064,2010,Portugal,Filipa Azevedo,Há Dias Assim,43,Final,18,0,0.516,0,0.469,6.0,-6.669,1.0,0.0307,0.65,0.0,0.212,0.26,132.006,175646.0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,6,0,0,1,0,0,0,0.0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,5,0,0,0,0,40.0,0.0
1071,2010,Iceland,Hera Björk,Je Ne Sais Quoi,41,Final,19,0,0.529,0,0.861,3.0,-4.978,0.0,0.0712,0.0452,3.46e-06,0.147,0.303,131.966,180037.0,0,0,0,0,0,2,8,0,0,0,0,0,3,4,5,0,0,4,3,0,0,0,0,0,0.0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,2.0
1054,2010,Norway,Didrik Solli-Tangen,My Heart Is Yours,35,Final,20,0,0.283,3,0.242,9.0,-5.376,1.0,0.0328,0.826,2.67e-05,0.134,0.22,132.833,185547.0,0,2,0,0,0,0,0,0,0,0,0,0,5,7,0,0,6,0,0,0,0,2,0,0,0.0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,1,48.0,5.0
1059,2010,Cyprus,Jon Lilygreen & The Islanders,Life Looks Better In Spring,27,Final,21,0,0.439,0,0.935,9.0,-3.4,0.0,0.0402,0.000193,0.0464,0.649,0.0704,174.019,259310.0,0,0,0,0,0,0,0,0,4,4,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,24.0,0.0
1055,2010,Moldova,Sunstroke Project & Olia Tira,Run Away,27,Final,22,0,0.66,0,0.931,3.0,-3.038,0.0,0.0766,0.0102,0.0,0.181,0.363,129.981,177539.0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0
